floor,postId,userId,userName,replyTime,isAnonymous,isDeleted,contentText,contentRaw
"11","839995812","759486","hadmard","2026-07-04T23:34:55.0944317+08:00","false","false","**打卡天数：2**
**连续打卡天数：1**
**2026-07-04 23:34**

幸福地入睡了，祝自己与她都有个好梦😴","[b]打卡天数：2[/b]
[b]连续打卡天数：1[/b]
[b]2026-07-04 23:34[/b]

幸福地入睡了，祝自己与她都有个好梦[cc9810]"
"12","839998529","759486","hadmard","2026-07-05T07:46:39.4647325+08:00","false","false","起床，上早8.5
略显疲惫，腰和腿都好疼","起床，上早8.5
略显疲惫，腰和腿都好疼"
"13","840011646","759486","hadmard","2026-07-05T23:33:17.9627003+08:00","false","false","**打卡天数：3**
**连续打卡天数：2**
**2026-07-05 23:33**

严格执行纪律，睡觉","[b]打卡天数：3[/b]
[b]连续打卡天数：2[/b]
[b]2026-07-05 23:33[/b]

严格执行纪律，睡觉"
"14","840011691","759486","hadmard","2026-07-05T23:35:24.887088+08:00","false","false","明天没早八，自然醒吧，暑假还是放松为主","明天没早八，自然醒吧，暑假还是放松为主"
"15","840018048","759486","hadmard","2026-07-06T10:38:34.7815242+08:00","false","false","> **以下是引用14楼：用户hadmard在2026-07-05 23:35:24的发言：[››查看原帖‹‹](https://www.cc98.org/topic/6562405/2#4)**
> 明天没早八，自然醒吧，暑假还是放松为主

七点半被没关的闹钟吵醒了🥲关掉继续睡，九点醒来

![](https://file.cc98.org/v4-upload/d/2026/0706/uvwipvry.webp)

睡眠质量依旧不好，这么久以来，只有一次是打了一下午和一晚上羽毛球，然后在家中的床上睡到自然醒是超过了两个小时的深度睡眠
忘记喝水了，现在补一下","[quote][b]以下是引用14楼：用户hadmard在2026-07-05 23:35:24的发言：[color=blue][url=/topic/6562405/2#4]>>查看原帖<<[/url][/color][/b]
明天没早八，自然醒吧，暑假还是放松为主[/quote]
七点半被没关的闹钟吵醒了[cc9804]关掉继续睡，九点醒来
[img]https://file.cc98.org/v4-upload/d/2026/0706/uvwipvry.webp[/img]
睡眠质量依旧不好，这么久以来，只有一次是打了一下午和一晚上羽毛球，然后在家中的床上睡到自然醒是超过了两个小时的深度睡眠
忘记喝水了，现在补一下"
"16","840032505","759486","hadmard","2026-07-06T23:19:08.1999014+08:00","false","false","眼中居然还有血丝？？？明明这几天睡的还挺充足的啊，感觉更大的可能性还是因为 `Oled` 屏幕导致的，以后减少手机的使用频率，增加平板的使用频率替代了。
昨天想要睡个自然醒，结果今天上午就明显不在状态了，还是要有昼夜节律，明天没早八，八点起吧，有课的话七点半。
至于锻炼，这几天没什么机会，上学期的规划是下午会去跑步，但是现在短学期如果是下午的课的话需要一直上到五点钟，跑完步也许都五点四五十了，不是很喜欢浑身湿透去吃饭；理想情况是晚上去打羽毛球，可惜拍线断了，先暂停一会儿等我有时间去拉个线。","眼中居然还有血丝？？？明明这几天睡的还挺充足的啊，感觉更大的可能性还是因为 `Oled` 屏幕导致的，以后减少手机的使用频率，增加平板的使用频率替代了。
昨天想要睡个自然醒，结果今天上午就明显不在状态了，还是要有昼夜节律，明天没早八，八点起吧，有课的话七点半。
至于锻炼，这几天没什么机会，上学期的规划是下午会去跑步，但是现在短学期如果是下午的课的话需要一直上到五点钟，跑完步也许都五点四五十了，不是很喜欢浑身湿透去吃饭；理想情况是晚上去打羽毛球，可惜拍线断了，先暂停一会儿等我有时间去拉个线。"
"17","840032841","759486","hadmard","2026-07-06T23:34:52.0698345+08:00","false","false","**打卡天数：4**
**连续打卡天数：3**
**2026-7-6 23:34**

没能视频聊天有点小遗憾，睡觉😴","[b]打卡天数：4[/b]
[b]连续打卡天数：3[/b]
[b]2026-7-6 23:34[/b]

没能视频聊天有点小遗憾，睡觉😴"
"18","840036289","759486","hadmard","2026-07-07T08:33:28.6996234+08:00","false","false","深睡依旧偏低

![](https://file.cc98.org/v4-upload/d/2026/0707/a0whrpta.webp)","深睡依旧偏低
[img]https://file.cc98.org/v4-upload/d/2026/0707/a0whrpta.webp[/img]"
"19","840036321","759486","hadmard","2026-07-07T08:36:09.0620271+08:00","false","false","> **以下是引用18楼：用户hadmard在2026-07-07 08:33:28的发言：[››查看原帖‹‹](https://www.cc98.org/topic/6562405/2#8)**
> 深睡依旧偏低
>

![](https://file.cc98.org/v4-upload/d/2026/0707/a0whrpta.webp)

>

睡觉前看了会儿许久未看的陈哥的以撒，也是稳稳入睡了；但是不知道是好是坏吧，感觉暑假不能对自己提太高要求，但是养成在床上刷视频的习惯总归是不太好的","[quote][b]以下是引用18楼：用户hadmard在2026-07-07 08:33:28的发言：[color=blue][url=/topic/6562405/2#8]>>查看原帖<<[/url][/color][/b]
深睡依旧偏低
[img]https://file.cc98.org/v4-upload/d/2026/0707/a0whrpta.webp[/img]
[/quote]
睡觉前看了会儿许久未看的陈哥的以撒，也是稳稳入睡了；但是不知道是好是坏吧，感觉暑假不能对自己提太高要求，但是养成在床上刷视频的习惯总归是不太好的"
"20","840043190","759486","hadmard","2026-07-07T13:57:16.852487+08:00","false","false","午睡醒来有种没睡饱的感觉，为什么呢？","午睡醒来有种没睡饱的感觉，为什么呢？"
"21","840047843","808569","鱼初出","2026-07-07T18:12:13.3747762+08:00","false","false","午睡睡醒的状态完全开盲盒😂","午睡睡醒的状态完全开盲盒[ac01]"
"22","840050065","759486","hadmard","2026-07-07T20:28:32.8692538+08:00","false","false","> **以下是引用21楼：用户鱼初出在2026-07-07 18:12:13的发言：[››查看原帖‹‹](https://www.cc98.org/topic/6562405/3#1)**
> 午睡睡醒的状态完全开盲盒😂

难受😣","[quote][b]以下是引用21楼：用户鱼初出在2026-07-07 18:12:13的发言：[color=blue][url=/topic/6562405/3#1]>>查看原帖<<[/url][/color][/b]
午睡睡醒的状态完全开盲盒[ac01][/quote]
难受😣"
"23","840053842","759486","hadmard","2026-07-07T23:57:42.4163209+08:00","false","false","**打卡天数：4**
**连续打卡天数：0**
**2026-07-07 23:56**

今天完成了锻炼，喝水；打完球还有幸福的视频通话🥰；可惜睡的有点晚了，明天还是保持一下昼夜节律，不能乱了作息
算打卡失败了，昨天晚上将手机带上了床，然后忘记了纪律，开始刷抖音了，忏悔🧎

![](https://file.cc98.org/v4-upload/d/2026/0708/hxstetik.webp)","[b]打卡天数：4[/b]
[b]连续打卡天数：0[/b]
[b]2026-07-07 23:56[/b]

今天完成了锻炼，喝水；打完球还有幸福的视频通话🥰；可惜睡的有点晚了，明天还是保持一下昼夜节律，不能乱了作息
算打卡失败了，昨天晚上将手机带上了床，然后忘记了纪律，开始刷抖音了，忏悔🧎
[img]https://file.cc98.org/v4-upload/d/2026/0708/hxstetik.webp[/img]"
"24","840058993","808569","鱼初出","2026-07-08T11:21:35.6932791+08:00","false","false","继续努力噢[ms29]","继续努力噢[ms29]"
"25","840059745","759486","hadmard","2026-07-08T11:59:16.8828377+08:00","false","false","> **以下是引用24楼：用户鱼初出在2026-07-08 11:21:35的发言：[››查看原帖‹‹](https://www.cc98.org/topic/6562405/3#4)**
> 继续努力噢[ms29]

包的👌","[quote][b]以下是引用24楼：用户鱼初出在2026-07-08 11:21:35的发言：[color=blue][url=/topic/6562405/3#4]>>查看原帖<<[/url][/color][/b]
继续努力噢[ms29][/quote]
包的[cc9809]"
"26","840071506","759486","hadmard","2026-07-08T23:13:52.7082183+08:00","false","false","**打卡天数：5**
**连续打卡天数：1**
**2026-07-08 23:12**

今日完成了锻炼，晚上久违来了把以撒，R了一把然后爽局通关，🛌

![](https://file.cc98.org/v4-upload/d/2026/0708/sxpe5gas.webp)","[b]打卡天数：5[/b]
[b]连续打卡天数：1[/b]
[b]2026-07-08 23:12[/b]

今日完成了锻炼，晚上久违来了把以撒，R了一把然后爽局通关，🛌
[img]https://file.cc98.org/v4-upload/d/2026/0708/sxpe5gas.webp[/img]"
"27","840073934","759486","hadmard","2026-07-09T08:10:44.3914605+08:00","false","false","睡眠质量太差了😴

![](https://file.cc98.org/v4-upload/d/2026/0709/3kty4qv0.webp)","睡眠质量太差了😴
[img]https://file.cc98.org/v4-upload/d/2026/0709/3kty4qv0.webp[/img]"
"28","840089979","759486","hadmard","2026-07-09T23:48:36.5986881+08:00","false","false","**打卡天数：6
连续打卡天数：2
2026-07-09 23:49**

睡觉","[b]打卡天数：6
连续打卡天数：2
2026-07-09 23:49[/b]

睡觉"
"29","840108606","759486","hadmard","2026-07-11T09:33:51.6230749+08:00","false","false","**以下是引用28楼：用户hadmard在2026-07-09 23:48:36的发言：[››查看原帖‹‹](https://www.cc98.org/topic/6562405/3#8)**
**打卡天数：7
连续打卡天数：3
2026-07-11 00:34**

昨晚在看电影😴稍微晚了一点","[b]以下是引用28楼：用户hadmard在2026-07-09 23:48:36的发言：[color=blue][url=/topic/6562405/3#8]>>查看原帖<<[/url][/color][/b]
[b]打卡天数：7
连续打卡天数：3
2026-07-11 00:34[/b]

昨晚在看电影😴稍微晚了一点"
"30","840108615","759486","hadmard","2026-07-11T09:34:46.6895971+08:00","false","false","> **以下是引用29楼：用户hadmard在2026-07-11 09:33:51的发言：[››查看原帖‹‹](https://www.cc98.org/topic/6562405/3#9)**
> **以下是引用28楼：用户hadmard在2026-07-09 23:48:36的发言：[››查看原帖‹‹](https://www.cc98.org/topic/6562405/3#8)**
> **打卡天数：7
> 连续打卡天数：3
> 2026-07-11 00:34**
>
> 昨晚在看电影😴稍微晚了一点
>

![](https://file.cc98.org/v4-upload/d/2026/0711/0vk2mhsw.webp)

睡眠质量还可以吧","[quote][b]以下是引用29楼：用户hadmard在2026-07-11 09:33:51的发言：[color=blue][url=/topic/6562405/3#9]>>查看原帖<<[/url][/color][/b]
[b]以下是引用28楼：用户hadmard在2026-07-09 23:48:36的发言：[color=blue][url=/topic/6562405/3#8]>>查看原帖<<[/url][/color][/b]
[b]打卡天数：7
连续打卡天数：3
2026-07-11 00:34[/b]

昨晚在看电影😴稍微晚了一点
[/quote]
[img]https://file.cc98.org/v4-upload/d/2026/0711/0vk2mhsw.webp[/img]
睡眠质量还可以吧"
"31","840122296","759486","hadmard","2026-07-11T23:59:49.5582531+08:00","false","false","**打卡天数：8
连续打卡天数：4
2026-07-11 23:58**

虽然说想晚睡，但是好像也没什么事情干了，也不想用碎片化的娱乐方式消磨时间，睡了","[b]打卡天数：8
连续打卡天数：4
2026-07-11 23:58[/b]

虽然说想晚睡，但是好像也没什么事情干了，也不想用碎片化的娱乐方式消磨时间，睡了"
"32","840124344","760775","赤奈良瞳","2026-07-12T04:37:48.7256076+08:00","false","false","果然是你们，磕[ms23]","果然是你们，磕[ms23]"
"33","840126312","759486","hadmard","2026-07-12T10:38:13.5472028+08:00","false","false","> **以下是引用32楼：用户赤奈良瞳在2026-07-12 04:37:48的发言：[››查看原帖‹‹](https://www.cc98.org/topic/6562405/4#2)**
> 果然是你们，磕[ms23]

:cc9807:","[quote][b]以下是引用32楼：用户赤奈良瞳在2026-07-12 04:37:48的发言：[color=blue][url=/topic/6562405/4#2]>>查看原帖<<[/url][/color][/b]
果然是你们，磕[ms23][/quote]
[cc9807]"
"34","840153670","759486","hadmard","2026-07-13T21:29:25.2083843+08:00","false","false","**打卡天数：9
连续打卡天数：0
2026-07-13 21:24**

十二号打卡失败，晚上和同学出去玩，回来有点晚了。嗯...很难忘的一天。:ac1001:","[b]打卡天数：9
连续打卡天数：0
2026-07-13 21:24[/b]

十二号打卡失败，晚上和同学出去玩，回来有点晚了。嗯...很难忘的一天。[ac1001]"
"35","840155593","759486","hadmard","2026-07-13T23:19:02.0762015+08:00","false","false","**打卡天数：10
连续打卡天数：1
2026-07-13 23:18**

![](https://file.cc98.org/v4-upload/d/2026/0713/howx4kau.webp)

![](https://file.cc98.org/v4-upload/d/2026/0713/z2hnr4ts.webp)

说到做到😌","[b]打卡天数：10
连续打卡天数：1
2026-07-13 23:18[/b]

[img]https://file.cc98.org/v4-upload/d/2026/0713/howx4kau.webp[/img]
[img]https://file.cc98.org/v4-upload/d/2026/0713/z2hnr4ts.webp[/img]
说到做到😌"
"36","840160238","759486","hadmard","2026-07-14T09:45:34.1867613+08:00","false","false","![](https://file.cc98.org/v4-upload/d/2026/0714/oocl4wfe.webp)

![](https://file.cc98.org/v4-upload/d/2026/0714/qzoqhvpi.webp)

羡慕3h➕的深睡时长，最高记录是2h高一点点🙃","[img]https://file.cc98.org/v4-upload/d/2026/0714/oocl4wfe.webp[/img]
[img]https://file.cc98.org/v4-upload/d/2026/0714/qzoqhvpi.webp[/img]

羡慕3h➕的深睡时长，最高记录是2h高一点点🙃"
"37","840173668","759486","hadmard","2026-07-14T22:44:03.3487675+08:00","false","false","今日🏸打卡，可惜打的时间不长，名义上五点钟下课，实际上等到五点四十五才获得自由身。约的是五点半到六点半，与羽球群的一个群友。看来大家都喜欢往低了报等级，本来以为能打养生局歇一歇，结果是旗鼓相当的对手。无妨，杀球很爽，但是到后面就很疲惫了，半个小时，打了两个半21分匆匆结束。感觉我发小球后的接接发技术不太好：之前是被推后场丢分，好不容易练了后场步伐，好了一些，可这次又被切球和勾对角的很难受。索性直接发正手高远，之后狠狠压他平高。待回球不到位杀斜线，一个习惯性的球路👍","今日🏸打卡，可惜打的时间不长，名义上五点钟下课，实际上等到五点四十五才获得自由身。约的是五点半到六点半，与羽球群的一个群友。看来大家都喜欢往低了报等级，本来以为能打养生局歇一歇，结果是旗鼓相当的对手。无妨，杀球很爽，但是到后面就很疲惫了，半个小时，打了两个半21分匆匆结束。感觉我发小球后的接接发技术不太好：之前是被推后场丢分，好不容易练了后场步伐，好了一些，可这次又被切球和勾对角的很难受。索性直接发正手高远，之后狠狠压他平高。待回球不到位杀斜线，一个习惯性的球路👍"
"38","840180833","759486","hadmard","2026-07-15T11:38:55.4473156+08:00","false","false","**打卡天数：11
连续打卡天数：2
2026-07-15 11:38**

昨晚忘记打卡了，补之

![](https://file.cc98.org/v4-upload/d/2026/0715/pfnhxa3v.webp)","[b]打卡天数：11
连续打卡天数：2
2026-07-15 11:38[/b]

昨晚忘记打卡了，补之
[img]https://file.cc98.org/v4-upload/d/2026/0715/pfnhxa3v.webp[/img]"
"39","840192430","759486","hadmard","2026-07-15T23:43:18.8628997+08:00","false","false","**打卡天数：12
连续打卡天数：3
2026-07-15 23:42**

今日更新一个也许可以复用的策略，见首楼","[b]打卡天数：12
连续打卡天数：3
2026-07-15 23:42[/b]

今日更新一个也许可以复用的策略，见首楼"
"40","840194394","759486","hadmard","2026-07-16T07:21:24.5808597+08:00","false","false","![](https://file.cc98.org/v4-upload/d/2026/0716/nq2wu3i0.webp)

睡的最不舒服的一晚。昨晚我想尝试一下不枕高枕头，并且选择了正睡。而昨晚很热，叠加褪黑素可能带来的混沌影响，导致半夜脑子非常混沌地醒来一次，然后继续睡，六点多又醒了，虽然说头还是很僵，但是可能是褪黑素的影响，也睡不着了，于是便直接起床，改昨天的模型。

今天思索一下褪黑素的影响，看看今后是否使用之；以及枕头高低的影响。

睡前别听一些容易使人思考的话题，听点放松的就行

=============

关于高枕，购买了一个楔形枕，希望有点用","[img]https://file.cc98.org/v4-upload/d/2026/0716/nq2wu3i0.webp[/img]
睡的最不舒服的一晚。昨晚我想尝试一下不枕高枕头，并且选择了正睡。而昨晚很热，叠加褪黑素可能带来的混沌影响，导致半夜脑子非常混沌地醒来一次，然后继续睡，六点多又醒了，虽然说头还是很僵，但是可能是褪黑素的影响，也睡不着了，于是便直接起床，改昨天的模型。

今天思索一下褪黑素的影响，看看今后是否使用之；以及枕头高低的影响。

睡前别听一些容易使人思考的话题，听点放松的就行

=============

关于高枕，购买了一个楔形枕，希望有点用"
"41","840204383","759486","hadmard","2026-07-16T19:05:01.3536784+08:00","false","false","今日🏸打卡。今天中规中矩，有些无力。杀球听的声音大但是都被防下来了，滑板也比较高，被扑掉了好几个。发球似乎找到了一个还算稳定些的方法，正手法高远球，九字握拍加发力瞬间手指抓紧锁腕，基本能发一个质量还可以的球。其他就没啥收获，下次去打球拿上手机支架，记录一下，看看对手是如何戏弄我发的反手小球的。:ac1012:","今日🏸打卡。今天中规中矩，有些无力。杀球听的声音大但是都被防下来了，滑板也比较高，被扑掉了好几个。发球似乎找到了一个还算稳定些的方法，正手法高远球，九字握拍加发力瞬间手指抓紧锁腕，基本能发一个质量还可以的球。其他就没啥收获，下次去打球拿上手机支架，记录一下，看看对手是如何戏弄我发的反手小球的。[ac1012]"
"42","840225456","759486","hadmard","2026-07-17T23:39:47.5484781+08:00","false","false","**打卡天数：14
连续打卡天数：5
2026-07-15 23:39**","[b]打卡天数：14
连续打卡天数：5
2026-07-15 23:39[/b]"
"43","840338929","759486","hadmard","2026-07-25T21:52:08.2938412+08:00","false","false","出去游学了一圈刚回来，今天恢复打卡记录，同时也带来了一些新的思考罢","出去游学了一圈刚回来，今天恢复打卡记录，同时也带来了一些新的思考罢"
"44","840339428","759486","hadmard","2026-07-25T22:46:26.1845908+08:00","false","false","**打卡天数：15
连续打卡天数：0**

睡前不接触高信息熵，准备入睡","[b]打卡天数：15
连续打卡天数：0[/b]

睡前不接触高信息熵，准备入睡"
"45","840354130","759486","hadmard","2026-07-27T09:39:11.5556582+08:00","false","false","**打卡天数：16
连续打卡天数：1**

睡前拉伸挺有用的，拉伸到一半有一个趴下的动作，趴下就不想起了（

![](https://file.cc98.org/v4-upload/d/2026/0727/rbw3ed33.webp)","[b]打卡天数：16
连续打卡天数：1
[/b]

睡前拉伸挺有用的，拉伸到一半有一个趴下的动作，趴下就不想起了（
[img]https://file.cc98.org/v4-upload/d/2026/0727/rbw3ed33.webp[/img]"
"46","840367313","759486","hadmard","2026-07-28T07:21:39.770849+08:00","false","false","**打卡天数：17
连续打卡天数：2**

![](https://file.cc98.org/v4-upload/d/2026/0728/o4ctspc2.webp)","[b]打卡天数：17
连续打卡天数：2[/b]

[img]https://file.cc98.org/v4-upload/d/2026/0728/o4ctspc2.webp[/img]"
